"VIN","County","City","Year","Make","Model","Range"
"5YJXCAE21J","King","Renton",2018,"WallE","Delta",238
"5YJ3E1EB2J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJSA1DNXC","King","Seattle",2012,"WallE","Beta",265
"5YJSA1E2XJ","Clark","Battle Ground",2018,"WallE","Beta",249
"5YJ3E1EB2L","Whatcom","Bellingham",2020,"WallE","Alpha",322
"5YJXCDE23H","King","Redmond",2017,"WallE","Delta",200
"5YJXCAE22L","Snohomish","Lake Stevens",2020,"WallE","Delta",293
"5YJ3E1EA1J","Benton","Richland",2018,"WallE","Alpha",215
"5YJ3E1EA4L","Thurston","Olympia",2020,"WallE","Alpha",266
"5YJ3E1EBXK","King","Maple Valley",2019,"WallE","Alpha",220
"5YJ3E1EA5J","Clallam","Port Angeles",2018,"WallE","Alpha",215
"5YJ3E1EB6K","Spokane","Greenacres",2019,"WallE","Alpha",220
"5YJXCAE27L","King","Federal Way",2020,"WallE","Delta",293
"5YJ3E1EA1J","Kitsap","Bremerton",2018,"WallE","Alpha",215
"5YJ3E1EA1L","King","Kirkland",2020,"WallE","Alpha",266
"5YJSA1E20H","King","Seattle",2017,"WallE","Beta",210
"5YJ3E1EA2J","Whatcom","Bellingham",2018,"WallE","Alpha",215
"5YJ3E1EC7L","Lewis","Mineral",2020,"WallE","Alpha",308
"5YJSA1E28H","King","Kirkland",2017,"WallE","Beta",210
"5YJSA1E24J","King","Woodinville",2018,"WallE","Beta",249
"5YJXCAE21L","Kittitas","Ronald",2020,"WallE","Delta",293
"5YJ3E1EA7K","Snohomish","Everett",2019,"WallE","Alpha",220
"5YJSA1E29H","Clark","Camas",2017,"WallE","Beta",210
"5YJ3E1EB9J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EB9K","Snohomish","Mill Creek",2019,"WallE","Alpha",220
"5YJ3E1EB8J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJSA1H27F","Snohomish","Lynnwood",2015,"WallE","Beta",208
"5YJ3E1EA8J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA7J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJ3E1EB0K","King","Federal Way",2019,"WallE","Alpha",220
"5YJ3E1EB9K","Yakima","Yakima",2019,"WallE","Alpha",220
"5YJ3E1EB9L","Spokane","Spokane",2020,"WallE","Alpha",322
"5YJXCDE23L","Skagit","Mount Vernon",2020,"WallE","Delta",289
"5YJXCDE29H","Pierce","Fife",2017,"WallE","Delta",200
"5YJ3E1EB3L","Clark","Battle Ground",2020,"WallE","Alpha",322
"5YJXCAE29G","Douglas","East Wenatchee",2016,"WallE","Delta",200
"5YJ3E1EA0K","Pierce","Lake Tapps",2019,"WallE","Alpha",220
"5YJ3E1EA6J","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1E26H","Snohomish","Everett",2017,"WallE","Beta",210
"5YJ3E1EA7J","Kittitas","Easton",2018,"WallE","Alpha",215
"5YJSA1H17E","King","Clyde Hill",2014,"WallE","Beta",208
"5YJSA1E29L","King","Yarrow Point",2020,"WallE","Beta",330
"5YJSA1E22J","King","Renton",2018,"WallE","Beta",249
"5YJYGDEF3L","Spokane","Nine Mile Falls",2020,"WallE","Omega",291
"5YJSA1DN4C","Snohomish","Marysville",2012,"WallE","Beta",265
"5YJ3E1EB4K","King","Mercer Island",2019,"WallE","Alpha",220
"5YJ3E1EC6L","Thurston","Olympia",2020,"WallE","Alpha",308
"5YJ3E1EB8J","Kitsap","Silverdale",2018,"WallE","Alpha",215
"5YJSA1E2XJ","Thurston","Olympia",2018,"WallE","Beta",249
"5YJSA1E24J","San Juan","Friday Harbor",2018,"WallE","Beta",249
"5YJ3E1EA9J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCBE29G","King","Woodinville",2016,"WallE","Delta",200
"5YJ3E1EA1K","Pierce","Bonney Lake",2019,"WallE","Alpha",220
"5YJSA1E26L","King","Woodinville",2020,"WallE","Beta",330
"5YJSA1DN5D","King","Seattle",2013,"WallE","Beta",208
"5YJ3E1EC6L","King","Kenmore",2020,"WallE","Alpha",308
"5YJ3E1EA0J","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJYGDEE6L","Snohomish","Snohomish",2020,"WallE","Omega",291
"5YJSA1E21K","Spokane","Spokane Valley",2019,"WallE","Beta",270
"5YJYGDEE9L","Pierce","Gig Harbor",2020,"WallE","Omega",291
"5YJ3E1ECXL","Snohomish","Snohomish",2020,"WallE","Alpha",308
"5YJXCBE25G","King","Clyde Hill",2016,"WallE","Delta",200
"5YJ3E1EB7K","Pierce","Orting",2019,"WallE","Alpha",220
"5YJXCAE21J","King","Duvall",2018,"WallE","Delta",238
"5YJYGDEFXL","Pierce","Tacoma",2020,"WallE","Omega",291
"5YJ3E1EA6J","Skagit","Sedro-Woolley",2018,"WallE","Alpha",215
"5YJ3E1EB3L","Skagit","Anacortes",2020,"WallE","Alpha",322
"5YJXCBE49L","King","Bellevue",2020,"WallE","Delta",293
"5YJ3E1EB3K","Island","Camano Island",2019,"WallE","Alpha",220
"5YJ3E1EB2K","King","Kirkland",2019,"WallE","Alpha",220
"5YJXCAE29L","King","Mercer Island",2020,"WallE","Delta",293
"5YJ3E1EBXK","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EA3J","King","Kirkland",2018,"WallE","Alpha",215
"5YJSA1DP4C","Pierce","Buckley",2012,"WallE","Beta",265
"5YJXCAE20G","King","Bellevue",2016,"WallE","Delta",200
"5YJ3E1EB6L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EB7K","King","Kirkland",2019,"WallE","Alpha",220
"5YJSA1S19E","Snohomish","Snohomish",2014,"WallE","Beta",208
"5YJ3E1EA6J","Pierce","Lakewood",2018,"WallE","Alpha",215
"5YJ3E1EA3L","King","Seattle",2020,"WallE","Alpha",266
"5YJSA1H17E","Klickitat","White Salmon",2014,"WallE","Beta",208
"5YJ3E1EB5J","Spokane","Elk",2018,"WallE","Alpha",215
"5YJ3E1EB9L","King","Duvall",2020,"WallE","Alpha",322
"5YJYGDEE9L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EB6J","Clark","Vancouver",2018,"WallE","Alpha",215
"5YJSA1E25G","Island","Oak Harbor",2016,"WallE","Beta",210
"5YJSA1DP6D","Snohomish","Edmonds",2013,"WallE","Beta",208
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EC6L","Pierce","Graham",2020,"WallE","Alpha",308
"5YJXCAE23G","Whatcom","Bellingham",2016,"WallE","Delta",200
"5YJ3E1EA0K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJ3E1EB0J","Kittitas","Cle Elum",2018,"WallE","Alpha",215
"5YJYGDEE9L","Spokane","Spokane",2020,"WallE","Omega",291
"5YJSA1E20H","Snohomish","Bothell",2017,"WallE","Beta",210
"5YJXCBE20G","Spokane","Spokane Valley",2016,"WallE","Delta",200
"5YJSA1E29J","King","Bellevue",2018,"WallE","Beta",249
"5YJ3E1EB9K","Benton","Kennewick",2019,"WallE","Alpha",220
"5YJSA1CN0D","King","Kirkland",2013,"WallE","Beta",208
"5YJSA1E12H","King","Bellevue",2017,"WallE","Beta",210
"5YJ3E1EA9K","Pierce","Tacoma",2019,"WallE","Alpha",220
"5YJ3E1EB9J","Snohomish","Edmonds",2018,"WallE","Alpha",215
"5YJ3E1EB2J","Snohomish","Lake Stevens",2018,"WallE","Alpha",215
"5YJ3E1EBXL","Chelan","Cashmere",2020,"WallE","Alpha",322
"5YJSA1DP4D","Pierce","Vaughn",2013,"WallE","Beta",208
"5YJ3E1EB6J","King","Woodinville",2018,"WallE","Alpha",215
"5YJ3E1EA3J","Snohomish","Mukilteo",2018,"WallE","Alpha",215
"5YJXCBE25H","Pierce","Puyallup",2017,"WallE","Delta",200
"5YJXCDE21L","King","Kent",2020,"WallE","Delta",289
"5YJ3E1EB5L","Walla Walla","Walla Walla",2020,"WallE","Alpha",322
"5YJXCBE2XH","King","Kenmore",2017,"WallE","Delta",200
"5YJ3E1EA7J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB3J","Clark","Camas",2018,"WallE","Alpha",215
"5YJ3E1EA9J","Benton","Richland",2018,"WallE","Alpha",215
"5YJSA1H16E","Whatcom","Ferndale",2014,"WallE","Beta",208
"5YJSA1E2XJ","Whatcom","Lynden",2018,"WallE","Beta",249
"5YJ3E1EA9J","Snohomish","Bothell",2018,"WallE","Alpha",215
"5YJYGDEE4L","King","Bellevue",2020,"WallE","Omega",291
"5YJ3E1EB7J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1S2XF","King","Auburn",2015,"WallE","Beta",208
"5YJ3E1EB5K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EAXJ","Pierce","Tacoma",2018,"WallE","Alpha",215
"5YJ3E1EA8J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1E4XJ","Spokane","Greenacres",2018,"WallE","Beta",249
"5YJ3E1EA0J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA1L","Clark","Vancouver",2020,"WallE","Alpha",266
"5YJYGDEFXL","King","Redmond",2020,"WallE","Omega",291
"5YJ3E1EA8K","King","Woodinville",2019,"WallE","Alpha",220
"5YJ3E1EA8L","King","Bothell",2020,"WallE","Alpha",266
"5YJSA1S13F","King","Seattle",2015,"WallE","Beta",208
"5YJ3E1EA5K","Island","Oak Harbor",2019,"WallE","Alpha",220
"5YJYGDEE6L","King","Seattle",2020,"WallE","Omega",291
"5YJ3E1EBXK","Thurston","Olympia",2019,"WallE","Alpha",220
"5YJ3E1EC5L","King","Kent",2020,"WallE","Alpha",308
"5YJ3E1EA5J","Pierce","Gig Harbor",2018,"WallE","Alpha",215
"5YJSA1E27G","King","Mercer Island",2016,"WallE","Beta",210
"5YJ3E1EBXJ","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB4J","Pierce","Gig Harbor",2018,"WallE","Alpha",215
"5YJ3E1EA9L","Snohomish","Edmonds",2020,"WallE","Alpha",266
"5YJYGDEE0L","King","Kirkland",2020,"WallE","Omega",291
"5YJ3E1EA9L","King","Mercer Island",2020,"WallE","Alpha",266
"5YJSA1CP2D","Thurston","Olympia",2013,"WallE","Beta",208
"5YJ3E1EA7L","Adams","Hatton",2020,"WallE","Alpha",266
"5YJ3E1EB3J","King","Seattle",2018,"WallE","Alpha",215
"5YJXCBE2XJ","King","Seattle",2018,"WallE","Delta",238
"5YJ3E1EAXJ","King","Black Diamond",2018,"WallE","Alpha",215
"5YJ3E1EA3J","Franklin","Pasco",2018,"WallE","Alpha",215
"5YJSA1E2XG","Kitsap","Bremerton",2016,"WallE","Beta",210
"5YJSA1E21L","Snohomish","Edmonds",2020,"WallE","Beta",330
"5YJSA1E25G","Benton","Kennewick",2016,"WallE","Beta",210
"5YJ3E1EB1J","Franklin","Pasco",2018,"WallE","Alpha",215
"5YJ3E1EA3H","Skagit","Sedro-Woolley",2017,"WallE","Alpha",220
"5YJ3E1EB6K","Snohomish","Lake Stevens",2019,"WallE","Alpha",220
"5YJ3E1EBXJ","Pierce","Puyallup",2018,"WallE","Alpha",215
"5YJXCBE20G","King","North Bend",2016,"WallE","Delta",200
"5YJ3E1EA5K","Snohomish","Edmonds",2019,"WallE","Alpha",220
"5YJ3E1EA8J","Walla Walla","Walla Walla",2018,"WallE","Alpha",215
"5YJYGDEE4L","King","Renton",2020,"WallE","Omega",291
"5YJSA1E25J","King","Bellevue",2018,"WallE","Beta",249
"5YJXCBE24J","Grant","Moses Lake",2018,"WallE","Delta",238
"5YJ3E1EB6K","King","Renton",2019,"WallE","Alpha",220
"5YJ3E1EC2L","Grant","Moses Lake",2020,"WallE","Alpha",308
"5YJ3E1EB5J","Kitsap","Silverdale",2018,"WallE","Alpha",215
"5YJSA1E2XH","King","Seattle",2017,"WallE","Beta",210
"5YJ3E1EAXK","Snohomish","Brier",2019,"WallE","Alpha",220
"5YJXCBE21J","King","Bellevue",2018,"WallE","Delta",238
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1H27F","Snohomish","Marysville",2015,"WallE","Beta",208
"5YJ3E1EA4L","Kitsap","Bremerton",2020,"WallE","Alpha",266
"5YJYGDEE6L","King","Mercer Island",2020,"WallE","Omega",291
"5YJ3E1EC8L","King","Seattle",2020,"WallE","Alpha",308
"5YJ3E1EB4L","Pierce","Buckley",2020,"WallE","Alpha",322
"5YJ3E1EA6K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EA2L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EA0J","King","Auburn",2018,"WallE","Alpha",215
"5YJSA1H44F","King","Seattle",2015,"WallE","Beta",208
"5YJ3E1EB9K","King","North Bend",2019,"WallE","Alpha",220
"5YJSA1E28F","King","Seattle",2015,"WallE","Beta",208
"5YJ3E1EB8K","Franklin","Pasco",2019,"WallE","Alpha",220
"5YJ3E1EB3J","Benton","Richland",2018,"WallE","Alpha",215
"5YJ3E1EA3K","Snohomish","Lynnwood",2019,"WallE","Alpha",220
"5YJXCDE22L","Snohomish","Bothell",2020,"WallE","Delta",289
"5YJXCAE27H","King","Bellevue",2017,"WallE","Delta",200
"5YJ3E1EA3J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EA0L","Skagit","Anacortes",2020,"WallE","Alpha",266
"5YJYGDEE1L","Snohomish","Lynnwood",2020,"WallE","Omega",291
"5YJ3E1EB6J","King","Seattle",2018,"WallE","Alpha",215
"5YJYGDEE7L","King","Redmond",2020,"WallE","Omega",291
"5YJSA1E41F","King","Woodinville",2015,"WallE","Beta",208
"5YJSA1E24H","King","Mercer Island",2017,"WallE","Beta",210
"5YJXCAE27L","Pierce","Tacoma",2020,"WallE","Delta",293
"5YJXCBE2XG","King","Seattle",2016,"WallE","Delta",200
"5YJ3E1EA0J","Snohomish","Everett",2018,"WallE","Alpha",215
"5YJSA1H28F","Pierce","Anderson Island",2015,"WallE","Beta",208
"5YJSA1E20J","King","Sammamish",2018,"WallE","Beta",249
"5YJXCBE49L","Kitsap","Port Orchard",2020,"WallE","Delta",293
"5YJSA1H40F","Snohomish","Brier",2015,"WallE","Beta",208
"5YJ3E1EA1J","King","Seattle",2018,"WallE","Alpha",215
"5YJSA1H23F","Kittitas","Ellensburg",2015,"WallE","Beta",208
"5YJ3E1EA8L","Whatcom","Ferndale",2020,"WallE","Alpha",266
"5YJ3E1EA6L","Snohomish","Lynnwood",2020,"WallE","Alpha",266
"5YJ3E1EA6J","King","Kenmore",2018,"WallE","Alpha",215
"5YJ3E1EBXJ","King","Mercer Island",2018,"WallE","Alpha",215
"5YJYGDEF7L","Snohomish","Lake Stevens",2020,"WallE","Omega",291
"5YJ3E1EA1J","Spokane","Spokane",2018,"WallE","Alpha",215
"5YJ3E1EB6K","Franklin","Mesa",2019,"WallE","Alpha",220
"5YJ3E1EB5L","Kitsap","Bainbridge Island",2020,"WallE","Alpha",322
"5YJ3E1EB5L","Lewis","Centralia",2020,"WallE","Alpha",322
"5YJ3E1EA4L","Lewis","Onalaska",2020,"WallE","Alpha",266
"5YJYGDEEXL","King","Seattle",2020,"WallE","Omega",291
"5YJSA1H13E","King","Woodinville",2014,"WallE","Beta",208
"5YJSA1E25L","Clallam","Port Angeles",2020,"WallE","Beta",330
"5YJSA1E28L","King","Newcastle",2020,"WallE","Beta",330
"5YJ3E1EA1L","King","Kent",2020,"WallE","Alpha",266
"5YJXCAE45G","King","Renton",2016,"WallE","Delta",200
"5YJ3E1EB9J","Island","Camano Island",2018,"WallE","Alpha",215
"5YJXCDE25L","King","Mercer Island",2020,"WallE","Delta",289
"5YJ3E1EA5K","King","Woodinville",2019,"WallE","Alpha",220
"5YJ3E1EA8K","Snohomish","Marysville",2019,"WallE","Alpha",220
"5YJ3E1EA0L","Snohomish","Bothell",2020,"WallE","Alpha",266
"5YJSA1CN3D","Thurston","Yelm",2013,"WallE","Beta",208
"5YJ3E1EA3J","Clark","Battle Ground",2018,"WallE","Alpha",215
"5YJSA1E29G","Pierce","Lake Tapps",2016,"WallE","Beta",210
"5YJSA1CG3D","Snohomish","Bothell",2013,"WallE","Beta",208
"5YJ3E1EAXK","Pierce","Puyallup",2019,"WallE","Alpha",220
"5YJ3E1EB5L","Benton","Richland",2020,"WallE","Alpha",322
"5YJ3E1EA9H","King","Redmond",2017,"WallE","Alpha",220
"5YJXCDE21J","King","Kenmore",2018,"WallE","Delta",238
"5YJ3E1EB6K","Kitsap","Bremerton",2019,"WallE","Alpha",220
"5YJ3E1EA6J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB6K","Pierce","Bonney Lake",2019,"WallE","Alpha",220
"5YJXCAE22J","Snohomish","Mill Creek",2018,"WallE","Delta",238
"5YJ3E1EA1L","Jefferson","Port Ludlow",2020,"WallE","Alpha",266
"5YJ3E1EA4L","Snohomish","Everett",2020,"WallE","Alpha",266
"5YJ3E1EA9J","Franklin","Pasco",2018,"WallE","Alpha",215
"5YJXCBE23H","King","Enumclaw",2017,"WallE","Delta",200
"5YJ3E1EA4J","King","Vashon",2018,"WallE","Alpha",215
"5YJSA1H10E","Clark","Vancouver",2014,"WallE","Beta",208
"5YJSA1CN2D","King","Mercer Island",2013,"WallE","Beta",208
"5YJXCAE47L","King","Bellevue",2020,"WallE","Delta",289
"5YJ3E1EB9L","Thurston","Olympia",2020,"WallE","Alpha",322
"5YJYGDEE4L","Snohomish","Lynnwood",2020,"WallE","Omega",291
"5YJ3E1EB9J","Spokane","Colbert",2018,"WallE","Alpha",215
"5YJ3E1EB6J","Pierce","Puyallup",2018,"WallE","Alpha",215
"5YJ3E1EA1J","Chelan","Wenatchee",2018,"WallE","Alpha",215
"5YJXCAE27J","Snohomish","Edmonds",2018,"WallE","Delta",238
"5YJSA1E25G","King","Bellevue",2016,"WallE","Beta",210
"5YJ3E1EB8J","Skagit","Bow",2018,"WallE","Alpha",215
"5YJ3E1EA5J","Benton","Prosser",2018,"WallE","Alpha",215
"5YJSA1S23F","Snohomish","Edmonds",2015,"WallE","Beta",208
"5YJXCBE25G","Jefferson","Nordland",2016,"WallE","Delta",200
"5YJ3E1EB0J","King","Sammamish",2018,"WallE","Alpha",215
"5YJYGDEEXL","San Juan","Eastsound",2020,"WallE","Omega",291
"5YJXCBE47L","King","Seattle",2020,"WallE","Delta",293
"5YJ3E1EB7L","Franklin","Pasco",2020,"WallE","Alpha",322
"5YJ3E1EB6K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EB5L","Whatcom","Bellingham",2020,"WallE","Alpha",322
"5YJSA1E22L","King","Kirkland",2020,"WallE","Beta",330
"5YJ3E1EA6J","Clallam","Port Angeles",2018,"WallE","Alpha",215
"5YJSA1E21J","Kitsap","Suquamish",2018,"WallE","Beta",249
"5YJXCDE25J","King","Seattle",2018,"WallE","Delta",238
"5YJ3E1EB2J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB1J","King","Mercer Island",2018,"WallE","Alpha",215
"5YJ3E1EAXK","Snohomish","Snohomish",2019,"WallE","Alpha",220
"5YJ3E1EB6L","Thurston","Olympia",2020,"WallE","Alpha",322
"5YJSA1S10F","Snohomish","Lynnwood",2015,"WallE","Beta",208
"5YJ3E1EB3J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB5K","Snohomish","Mountlake Terrace",2019,"WallE","Alpha",220
"5YJYGDEE1L","King","Issaquah",2020,"WallE","Omega",291
"5YJ3E1EB2K","Snohomish","Lake Stevens",2019,"WallE","Alpha",220
"5YJYGDEE6L","Chelan","Leavenworth",2020,"WallE","Omega",291
"5YJ3E1EB4K","King","Kirkland",2019,"WallE","Alpha",220
"5YJXCAE22H","Snohomish","Lynnwood",2017,"WallE","Delta",200
"5YJXCBE44H","Kittitas","Cle Elum",2017,"WallE","Delta",200
"5YJXCBE29J","Kitsap","Port Orchard",2018,"WallE","Delta",238
"5YJYGDEE5L","Snohomish","Marysville",2020,"WallE","Omega",291
"5YJ3E1EA2K","Snohomish","Mill Creek",2019,"WallE","Alpha",220
"5YJXCBE22H","King","Kent",2017,"WallE","Delta",200
"5YJ3E1EA9J","Pierce","Puyallup",2018,"WallE","Alpha",215
"5YJSA1E22L","Clark","Washougal",2020,"WallE","Beta",330
"5YJ3E1EA8J","Whatcom","Blaine",2018,"WallE","Alpha",215
"5YJ3E1EB9K","King","Duvall",2019,"WallE","Alpha",220
"5YJ3E1EA1J","King","Duvall",2018,"WallE","Alpha",215
"5YJ3E1EA0L","King","Renton",2020,"WallE","Alpha",266
"5YJYGDEE0L","King","Renton",2020,"WallE","Omega",291
"5YJ3E1EB2J","King","Issaquah",2018,"WallE","Alpha",215
"5YJYGDEE3L","Okanogan","Winthrop",2020,"WallE","Omega",291
"5YJ3E1EBXK","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJ3E1EB8J","King","Issaquah",2018,"WallE","Alpha",215
"5YJ3E1EB7L","King","Seattle",2020,"WallE","Alpha",322
"5YJ3E1EA1J","Cowlitz","Woodland",2018,"WallE","Alpha",215
"5YJ3E1EB0J","King","Bellevue",2018,"WallE","Alpha",215
"5YJ3E1EA1J","King","Bothell",2018,"WallE","Alpha",215
"5YJYGDEFXL","Whatcom","Bellingham",2020,"WallE","Omega",291
"5YJSA1E2XJ","Thurston","Olympia",2018,"WallE","Beta",249
"5YJSA1E49J","Chelan","Wenatchee",2018,"WallE","Beta",249
"5YJSA1E24J","Benton","Richland",2018,"WallE","Beta",249
"5YJ3E1EB6K","Yakima","Selah",2019,"WallE","Alpha",220
"5YJ3E1EA7L","King","Seattle",2020,"WallE","Alpha",266
"5YJ3E1EB1K","King","Seattle",2019,"WallE","Alpha",220
"5YJSA1H25F","King","Bellevue",2015,"WallE","Beta",208
"5YJ3E1EBXJ","Thurston","Lacey",2018,"WallE","Alpha",215
"5YJXCBE41K","King","Seattle",2019,"WallE","Delta",289
"5YJSA1E20J","Kitsap","Bremerton",2018,"WallE","Beta",249
"5YJ3E1EB7J","Snohomish","Snohomish",2018,"WallE","Alpha",215
"5YJXCBE21H","King","Seattle",2017,"WallE","Delta",200
"5YJYGDEE0L","Snohomish","Everett",2020,"WallE","Omega",291
"5YJ3E1EA6K","Island","Greenbank",2019,"WallE","Alpha",220
"5YJYGDEE7L","Clark","Vancouver",2020,"WallE","Omega",291
"5YJXCBE20K","Snohomish","Lynnwood",2019,"WallE","Delta",289
"5YJ3E1EB9K","Whatcom","Bellingham",2019,"WallE","Alpha",220
"5YJ3E1EC8L","Snohomish","Lake Stevens",2020,"WallE","Alpha",308
"5YJ3E1EB6K","King","Seattle",2019,"WallE","Alpha",220
"5YJYGDEE6L","Spokane","Cheney",2020,"WallE","Omega",291
"5YJ3E1EB1L","King","Snoqualmie",2020,"WallE","Alpha",322
"5YJSA1E26G","Pierce","Gig Harbor",2016,"WallE","Beta",210
"5YJ3E1EA5K","King","Bellevue",2019,"WallE","Alpha",220
"5YJSA1E25J","King","Woodinville",2018,"WallE","Beta",249
"5YJRE1A34B","King","Mercer Island",2011,"WallE","Tau",245
"5YJ3E1EB3L","Snohomish","Everett",2020,"WallE","Alpha",322
"5YJ3E1EA5J","Whatcom","Bellingham",2018,"WallE","Alpha",215
"5YJ3E1EA0H","Spokane","Airway Heights",2017,"WallE","Alpha",220
"5YJXCDE24H","Snohomish","Lake Stevens",2017,"WallE","Delta",200
"5YJ3E1EBXK","Pierce","Bonney Lake",2019,"WallE","Alpha",220
"5YJ3E1EAXJ","Snohomish","Edmonds",2018,"WallE","Alpha",215
"5YJ3E1EAXJ","King","Issaquah",2018,"WallE","Alpha",215
"5YJSA1H21F","Thurston","Lacey",2015,"WallE","Beta",208
"5YJSA1DN6D","King","Kirkland",2013,"WallE","Beta",208
"5YJ3E1EB2K","Kitsap","Bainbridge Island",2019,"WallE","Alpha",220
"5YJ3E1EA0J","Snohomish","Snohomish",2018,"WallE","Alpha",215
"5YJXCDE27H","Island","Camano Island",2017,"WallE","Delta",200
"5YJSA1E27J","King","Kenmore",2018,"WallE","Beta",249
"5YJYGDEE3L","Snohomish","Snohomish",2020,"WallE","Omega",291
"5YJ3E1EB8J","King","Seattle",2018,"WallE","Alpha",215
"5YJ3E1EB6J","Whitman","Pullman",2018,"WallE","Alpha",215
"5YJ3E1EA6J","Spokane","Spokane",2018,"WallE","Alpha",215
"5YJXCAE49G","Thurston","Olympia",2016,"WallE","Delta",200
"5YJSA1E29J","King","Clyde Hill",2018,"WallE","Beta",249
"5YJ3E1EB0L","Pierce","Lake Tapps",2020,"WallE","Alpha",322
"5YJ3E1EAXJ","Skagit","Mount Vernon",2018,"WallE","Alpha",215
"5YJ3E1EB6K","King","Redmond",2019,"WallE","Alpha",220
"5YJ3E1EC2L","King","Seattle",2020,"WallE","Alpha",308
"5YJXCBE21H","Pierce","Tacoma",2017,"WallE","Delta",200
"5YJ3E1EAXJ","Grant","Moses Lake",2018,"WallE","Alpha",215
"5YJSA1S24F","King","Fall City",2015,"WallE","Beta",208
"5YJ3E1EBXJ","King","Bellevue",2018,"WallE","Alpha",215
"5YJSA1E20J","King","Mercer Island",2018,"WallE","Beta",249
"5YJ3E1EB3K","Clark","Camas",2019,"WallE","Alpha",220
"5YJXCDE2XK","Snohomish","Bothell",2019,"WallE","Delta",289
"5YJSA1H14E","Pierce","Bonney Lake",2014,"WallE","Beta",208
"5YJSA1H19E","Snohomish","Lake Stevens",2014,"WallE","Beta",208
"5YJSA1E29J","King","Kirkland",2018,"WallE","Beta",249
"5YJ3E1EA3K","Whatcom","Ferndale",2019,"WallE","Alpha",220
"5YJ3E1EB1J","Snohomish","Woodway",2018,"WallE","Alpha",215
"5YJ3E1EB7J","Spokane","Spokane",2018,"WallE","Alpha",215
"5YJSA1DN1D","Snohomish","Bothell",2013,"WallE","Beta",208
"5YJ3E1EA7J","King","Redmond",2018,"WallE","Alpha",215
"5YJXCBE46G","King","Kirkland",2016,"WallE","Delta",200
"5YJYGDEE3L","Pierce","Lakewood",2020,"WallE","Omega",291
"5YJXCAE26J","Spokane","Spokane",2018,"WallE","Delta",238
"5YJXCAE23H","King","Woodinville",2017,"WallE","Delta",200
"5YJSA1DP3D","Pierce","Tacoma",2013,"WallE","Beta",208
"5YJ3E1EA0K","King","Kenmore",2019,"WallE","Alpha",220
"5YJ3E1EA3L","King","Renton",2020,"WallE","Alpha",266
"5YJXCAE29J","King","Mercer Island",2018,"WallE","Delta",238
"5YJXCBE25G","King","Bellevue",2016,"WallE","Delta",200
"5YJSA1S2XF","King","Kenmore",2015,"WallE","Beta",208
"5YJ3E1EA2L","King","Redmond",2020,"WallE","Alpha",266
"5YJ3E1EA9K","King","Seattle",2019,"WallE","Alpha",220
"5YJ3E1EA0L","Kitsap","Bainbridge Island",2020,"WallE","Alpha",266
"5YJ3E1EAXK","Spokane","Deer Park",2019,"WallE","Alpha",220
"5YJXCDE21K","Snohomish","Snohomish",2019,"WallE","Delta",289
"5YJ3E1EA7J","King","Redmond",2018,"WallE","Alpha",215
"5YJ3E1EB4L","King","Snoqualmie",2020,"WallE","Alpha",322
"5YJXCDE26K","King","Woodinville",2019,"WallE","Delta",289
"5YJ3E1EB1K","Clark","Vancouver",2019,"WallE","Alpha",220
"5YJSA1E2XH","Chelan","Wenatchee",2017,"WallE","Beta",210
"5YJ3E1EAXK","Snohomish","Edmonds",2019,"WallE","Alpha",220
"5YJ3E1EB9L","Snohomish","Mukilteo",2020,"WallE","Alpha",322
"5YJXCAE25L","Snohomish","Snohomish",2020,"WallE","Delta",293
"5YJXCDE21H","Snohomish","Monroe",2017,"WallE","Delta",200
"5YJXCDE23H","King","Carnation",2017,"WallE","Delta",200
